Timestamp,1. Please select your Gender.,2. What is your age?,3. Please select your education level?,4. What is your marital status?,5. Where do you live in?,6. How long do you sleep?,7. What is your profession?,8. What are the gadgets you are using (multiple response)?,9. What type of talking device do you have?,"10. Before COVID-19, how long were you using Phone per day?","11. During COVID-19 (2020-2022), how long were you using Phone per day?","12. Since 2023, how long have you been using Phone per day?",13. What type of internet connection do you use?,"14a. Before COVID-19, how long did you use the internet per day?","14b. During COVID-19 (2020-2022), how long did you use the internet per day?","14c. Starting from 2023, how long did you use the internet per day?","15a. Before COVID-19, how long did you use Computer (laptop/desktop) per day?","15b. During COVID-19 (2020-2022), how long did you use Computer (laptop/desktop) per day?","15c. Starting from 2023, how long did you use Computer (laptop/desktop) per day?",16. Are you using internet in your computer?,"17. Before COVID-19, how many hours of internet per day you used in computer?","18. During COVID-19 (2020-2022), how many hours of internet per day you used in computer?","19. Starting from 2023, how many hours of internet per day you used in computer?",20. Do you feel like any physical & mental changes due to use of internet? Check all that apply.,21. Do you think that during COVID-19 period online use has increased?,22. Which purpose you are using online?,23. Which type of family do you come from?,24. Are you currently living with family?,25. Do you like to do physical exercise?,26. Are you a smoker?,"27.  ""I like most parts of my personality.""","28. ""When I look at the story of my life, I am pleased with how things have turned out so far.""","29. ""Some people wander aimlessly through life, but I am not one of them.""","30. ""The demands of everyday life often get me down.""","31. ""In many ways I feel disappointed about my achievements in life.""","32. ""Maintaining close relationships has been difficult and frustrating for me.""","33. ""I live life one day at a time and don't really think about the future.""","34. ""In general, I feel I am in charge of the situation in which I live.""","35. ""I am good at managing the responsibilities of daily life.""","36. ""I sometimes feel as if I've done all there is to do in life.""","37. ""For me, life has been a continuous process of learning, changing, and growth.""","38. ""I think it is important to have new experiences that challenge how I think about myself and the world.""","39. ""People would describe me as a giving person, willing to share my time with others.""","40. ""I gave up trying to make big improvements or changes in my life a long time ago""","41. ""I tend to be influenced by people with strong opinions""","42. . ""I have not experienced many warm and trusting relationships with others.""","43. ""I have confidence in my own opinions, even if they are different from the way most other people think.""","44. ""I judge myself by what I think is important, not by the values of what others think is important.""",Comments / Suggestions
3/2/2022 17:27:56,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,"Broad band, Mobile data",5-10 hours,> 10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Anxiety, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Social media",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 17:29:23,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,Above 11 hours,,"Broad band, Mobile data",1-5 hours,> 10 hours,,Above 11 hours,Above 11 hours,,Yes,1-5 hours,> 10 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Shortness of Temper, Sleep disorder, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 17:31:38,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,5-10 hours,,"Depression, Headache, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 17:45:21,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,No,< 1 hour,1-5 hours,,"Anxiety, Insomnia, Concentration breaks, Headache, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye side problem, Others",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 18:09:42,Female,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,0- 4 hours,,No,< 1 hour,1-5 hours,,"Concentration breaks, Headache, Discomfort in face to face communication, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Gaming, Social media, Shopping",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 18:18:46,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,"Student, Others","Smartphone, Laptop",Cell phone,4-8 Hours,4-8 Hours,,Broad band,< 1 hour,1-5 hours,,4-8 Hours,8- 11 hours,,Yes,1-5 hours,1-5 hours,,"Anxiety, Headache, Sleep disorder, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 18:25:04,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,4-8 Hours,4-8 Hours,,Yes,1-5 hours,1-5 hours,,"Concentration breaks, Headache, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 18:54:53,Female,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,8- 11 hours,,No,1-5 hours,5-10 hours,,"Anxiety, Concentration breaks, Headache, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 19:01:50,Female,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,4-8 Hours,,"Broad band, Mobile data",> 10 hours,> 10 hours,,4-8 Hours,Above 11 hours,,Yes,5-10 hours,> 10 hours,,"Insomnia, Concentration breaks, Headache, Shortness of Temper, Discomfort in face to face communication, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 19:13:43,Male,15-30,College (H.S.C.),Unmarried,Rural area,Above 6 hours,Student,Smartphone,Smart phone,4-8 Hours,,,Broad band,1-5 hours,1-5 hours,,4-8 Hours,4-8 Hours,,No,1-5 hours,1-5 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye side problem, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 19:15:00,Male,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Medical/Health jobs,"Smartphone, PC, Laptop","Cell phone, Smart phone",8- 11 hours,8- 11 hours,,"Broad band, Mobile data",5-10 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,1-5 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Sleep disorder, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Official",Joint family,No,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 19:33:57,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,Above 11 hours,Above 11 hours,,"Broad band, Mobile data",5-10 hours,5-10 hours,,0- 4 hours,Above 11 hours,,Yes,1-5 hours,5-10 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 19:42:19,Male,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Less than 6 hours,Officer/Staff/Service holder,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,4-8 Hours,8- 11 hours,,Yes,1-5 hours,5-10 hours,,"Headache, Sleep disorder, Hearing loss, Eye side problem",Yes,Official,Joint family,No,No,Yes,,,,,,,,,,,,,,,,,,,
3/2/2022 20:05:32,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab, Laptop",Smart phone,8- 11 hours,4-8 Hours,,Broad band,1-5 hours,1-5 hours,,8- 11 hours,8- 11 hours,,Yes,5-10 hours,,,"Anxiety, Depression, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping",Nuclear family,No,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:11:09,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,Smartphone,Smart phone,4-8 Hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,< 1 hour,,Headache,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
3/2/2022 20:18:56,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,No,1-5 hours,5-10 hours,,"Concentration breaks, Headache, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:22:13,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,Broad band,5-10 hours,> 10 hours,,0- 4 hours,4-8 Hours,,No,1-5 hours,1-5 hours,,"Insomnia, Headache, Sleep disorder",Yes,"Educational, Messaging, Social media, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:28:29,Male,15-30,College (H.S.C.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC, Laptop",Smart phone,0- 4 hours,8- 11 hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,8- 11 hours,,Yes,1-5 hours,5-10 hours,,"Insomnia, Headache, Sleep disorder, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Joint family,No,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:33:15,Male,15-30,Undergraduate University (B.Sc.),Married,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, PC, Laptop",Smart phone,4-8 Hours,Above 11 hours,,"Broad band, Mobile data",> 10 hours,> 10 hours,,Above 11 hours,Above 11 hours,,Yes,> 10 hours,> 10 hours,,,Yes,"Messaging, News, Official, Others",Nuclear family,No,No,Yes,,,,,,,,,,,,,,,,,,,
3/2/2022 20:34:04,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,0- 4 hours,,Broad band,< 1 hour,< 1 hour,,0- 4 hours,0- 4 hours,,Yes,< 1 hour,< 1 hour,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss, Eye side problem, Others",Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:45:48,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Smartphone,Smart phone,4-8 Hours,4-8 Hours,,Broad band,1-5 hours,1-5 hours,,4-8 Hours,4-8 Hours,,Yes,1-5 hours,5-10 hours,,"Anxiety, Depression, Shortness of Temper, Sleep disorder, Discomfort in face to face communication",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News",Nuclear family,No,No,Yes,,,,,,,,,,,,,,,,,,,
3/2/2022 20:48:41,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Hearing loss",Yes,"Educational, Messaging, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:50:41,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,1-5 hours,,"Anxiety, Concentration breaks, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:55:40,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,No,< 1 hour,1-5 hours,,"Depression, Concentration breaks, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:55:50,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,0- 4 hours,,"Broad band, Mobile data",1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,1-5 hours,,"Anxiety, Depression, Headache, Sleep disorder",Yes,"Educational, Messaging, Shopping, News, Official, Others",Joint family,No,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 20:56:33,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone",4-8 Hours,8- 11 hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,8- 11 hours,,Yes,< 1 hour,5-10 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Decreased attention, Eye side problem",Yes,"Educational, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 21:09:50,Male,15-30,Graduate University (M.Sc.),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,4-8 Hours,,"Broad band, Mobile data",> 10 hours,> 10 hours,,8- 11 hours,8- 11 hours,,Yes,5-10 hours,5-10 hours,,Concentration breaks,Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 21:18:11,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,8- 11 hours,Above 11 hours,,Broad band,> 10 hours,> 10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Concentration breaks, Headache, Sleep disorder, Eye side problem",Yes,"Educational, Messaging, Social media, Shopping",Nuclear family,Yes,No,Yes,,,,,,,,,,,,,,,,,,,
3/2/2022 21:30:52,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, PC",Smart phone,0- 4 hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,Headache,Yes,Educational,Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 21:36:19,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,"Student, Officer/Staff/Service holder, Job candidate",Smartphone,Smart phone,4-8 Hours,4-8 Hours,,Mobile data,1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,No,< 1 hour,< 1 hour,,"Headache, Sleep disorder, Hearing loss, Others",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 21:43:28,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Tab, PC, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,Above 11 hours,,"Broad band, Mobile data",1-5 hours,> 10 hours,,0- 4 hours,Above 11 hours,,Yes,1-5 hours,> 10 hours,,"Anxiety, Insomnia, Depression, Concentration breaks, Headache, Shortness of Temper, Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,
3/2/2022 21:43:31,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,0- 4 hours,,Broad band,1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,1-5 hours,,,Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 21:45:18,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,8- 11 hours,4-8 Hours,,Broad band,5-10 hours,1-5 hours,,0- 4 hours,4-8 Hours,,Yes,5-10 hours,1-5 hours,,"Anxiety, Insomnia, Headache, Sleep disorder, Discomfort in face to face communication, Eye side problem",Yes,"Educational, Messaging, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 21:49:43,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",< 1 hour,1-5 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Insomnia, Headache, Sleep disorder, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 21:51:11,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone, Others (Tablet, notebook etc.)",0- 4 hours,Above 11 hours,,"Broad band, Mobile data",1-5 hours,> 10 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,> 10 hours,,"Concentration breaks, Headache",Yes,"Educational, Messaging, Video, Gaming, Social media, Shopping, News, Official, Others",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 22:22:06,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Rural area,Above 6 hours,Student,Smartphone,Smart phone,0- 4 hours,8- 11 hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,1-5 hours,5-10 hours,,"Anxiety, Depression, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Decreased attention, Eye side problem",No,"Educational, Social media",Nuclear family,No,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 22:29:01,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,Laptop,Smart phone,0- 4 hours,0- 4 hours,,Broad band,1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,No,1-5 hours,1-5 hours,,Headache,Yes,"Educational, Messaging, Video, Social media, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 22:32:56,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,,Broad band,1-5 hours,1-5 hours,,0- 4 hours,4-8 Hours,,No,1-5 hours,1-5 hours,,"Anxiety, Depression, Headache, Shortness of Temper, Sleep disorder, Discomfort in face to face communication, Eye side problem",Yes,"Educational, Video, Social media, Shopping, News",Joint family,No,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 23:07:48,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,Laptop,Smart phone,0- 4 hours,8- 11 hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,5-10 hours,,"Anxiety, Concentration breaks, Shortness of Temper, Sleep disorder, Decreased attention, Eye side problem",Yes,"Educational, Messaging, Video, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 23:32:11,Female,15-30,Undergraduate University (B.Sc.),Married,Urban area,Above 6 hours,Housewife,"Smartphone, Laptop",Smart phone,0- 4 hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,1-5 hours,,0- 4 hours,0- 4 hours,,Yes,1-5 hours,1-5 hours,,Others,Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/2/2022 23:52:44,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,"Student, Others","Smartphone, Laptop","Smart phone, Others (Tablet, notebook etc.)",4-8 Hours,4-8 Hours,,"Broad band, Mobile data",1-5 hours,1-5 hours,,0- 4 hours,Above 11 hours,,No,1-5 hours,> 10 hours,,,Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,No,No,,,,,,,,,,,,,,,,,,,
3/2/2022 23:56:41,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Tab",Smart phone,4-8 Hours,8- 11 hours,,"Broad band, Mobile data",1-5 hours,5-10 hours,,0- 4 hours,0- 4 hours,,No,< 1 hour,< 1 hour,,"Concentration breaks, Discomfort in face to face communication",Yes,"Educational, Messaging, Social media",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/3/2022 0:05:27,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,4-8 Hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,8- 11 hours,,Yes,5-10 hours,> 10 hours,,"Sleep disorder, Decreased attention",Yes,"Educational, Messaging, Social media, Shopping, News",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/3/2022 0:21:55,Female,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Above 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,Broad band,1-5 hours,5-10 hours,,0- 4 hours,4-8 Hours,,Yes,< 1 hour,1-5 hours,,"Anxiety, Shortness of Temper, Decreased attention",Yes,"Educational, Messaging, Video, Social media, News",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/3/2022 0:26:28,Male,15-30,Undergraduate University (B.Sc.),Unmarried,Urban area,Less than 6 hours,Student,"Smartphone, Laptop",Smart phone,4-8 Hours,8- 11 hours,,Broad band,1-5 hours,5-10 hours,,4-8 Hours,8- 11 hours,,Yes,1-5 hours,5-10 hours,,"Headache, Sleep disorder, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/3/2022 0:29:13,Male,46-60,Higher/Advanced studies University (Ph.D.),Unmarried,Urban area,Above 6 hours,Officer/Staff/Service holder,"Smartphone, PC, Laptop",Cell phone,0- 4 hours,0- 4 hours,,Broad band,5-10 hours,5-10 hours,,8- 11 hours,8- 11 hours,,Yes,5-10 hours,5-10 hours,,"Sleep disorder, Decreased attention, Eye side problem",Yes,"Messaging, Social media, News, Official",Nuclear family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
3/3/2022 0:37:04,Male,31-45,Higher/Advanced studies University (Ph.D.),Married,Urban area,Less than 6 hours,Medical/Health jobs,"Smartphone, Laptop","Cell phone, Smart phone",0- 4 hours,4-8 Hours,,"Broad band, Mobile data",> 10 hours,> 10 hours,,0- 4 hours,0- 4 hours,,Yes,< 1 hour,1-5 hours,,"Insomnia, Eye side problem",Yes,"Educational, Messaging, Video, Social media, Shopping, News, Official",Joint family,Yes,Yes,No,,,,,,,,,,,,,,,,,,,
